data_provider,region,lat,lon,severity,year,month,day,season,hour,minute,second,am,bacteria_counts,log_density,log_distance_to_water_m
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.73874252,1,2015,1,3,winter,0,1,0,1,<20K,5.641907070938114,6.2766434893416445
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71518408,-79.14651661,1,2016,7,22,summer,0,1,0,1,<20K,9.403189650656792,6.222576268071369
California_Environmental_Data_Exchange_Network,west,37.3609,-120.549,4,2020,11,10,fall,19,10,0,0,1M - <10M,14.738593768633883,6.289715570908998
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.46,-78.87023174,2,2019,7,17,summer,0,1,0,1,20K - <100K,10.13527364923168,6.498282149476434
Indiana_State_Department_of_Health,midwest,39.08031907,-86.43086667,3,2021,7,26,summer,17,0,0,0,100K - <1M,12.952303142432019,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21067,-96.97298,4,2017,7,10,summer,0,1,0,1,1M - <10M,15.53963872834451,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89828257,-79.06410999,1,2016,6,21,summer,0,1,0,1,<20K,9.648014489106362,7.014814351275545
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.11,-78.9017991,1,2018,5,21,spring,0,1,0,1,<20K,7.315218389752975,6.825460036255307
EPA_Central_Data_Exchange,midwest,41.977778,-81.756944,1,2018,4,8,spring,0,1,0,1,<20K,8.92399074475818,0.0
Indiana_State_Department_of_Health,midwest,39.74693889,-87.07598056,2,2018,5,14,spring,13,20,0,0,20K - <100K,10.387825453465016,2.1972245773362196
Texas_Commission_on_Environmental_Quality,south,33.55541389,-97.0149833,4,2018,8,27,summer,19,5,0,0,1M - <10M,14.511542573383851,2.1972245773362196
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.72,1,2018,12,17,winter,0,1,0,1,<20K,8.436200032206706,0.0
California_Environmental_Data_Exchange_Network,west,37.3772,-121.058,4,2015,2,10,winter,20,30,0,0,1M - <10M,15.567315711685296,8.423980809694058
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86505194,-78.7981488,3,2015,7,23,summer,0,1,0,1,100K - <1M,12.444530334552983,6.854354502255021
California_Environmental_Data_Exchange_Network,west,38.3068,-121.693,4,2015,8,18,summer,18,0,0,0,1M - <10M,15.693447723433382,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87766094,-78.89906492,3,2014,11,25,fall,0,1,0,1,100K - <1M,12.594093144031964,6.104793232414985
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.2,-79.10469554,1,2018,8,13,summer,0,1,0,1,<20K,9.326700173092378,6.62273632394984
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87287822,-78.86078639,1,2019,8,22,summer,0,1,0,1,<20K,8.443977129084978,5.236441962829949
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.33,-79.115571,1,2020,6,1,summer,0,1,0,1,<20K,9.535679435605061,6.363028103540465
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.41,-78.3,1,2020,3,17,spring,0,1,0,1,<20K,6.364750756851911,3.828641396489095
Pennsylvania_Department_of_Environmental_Protection,northeast,40.03012,-77.30045,1,2019,4,22,spring,13,40,0,0,<20K,9.341368634382587,2.1972245773362196
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.16894,-79.07098162,1,2013,8,1,summer,0,1,0,1,<20K,9.765776006660642,6.720220155135295
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.7219176,-79.13400984,1,2018,8,27,summer,0,1,0,1,<20K,9.360310898552477,6.97914527506881
California_Environmental_Data_Exchange_Network,west,34.6439,-120.43,4,2013,12,17,winter,20,30,0,0,1M - <10M,15.650090024375258,6.2324480165505225
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.573,-78.93510639,1,2013,7,22,summer,0,1,0,1,<20K,8.772610303280743,7.167809184316444
Pennsylvania_Department_of_Environmental_Protection,northeast,41.70056,-80.10139,2,2020,8,24,summer,16,40,0,0,20K - <100K,11.148607098646218,2.1972245773362196
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.02347565,1,2017,8,21,summer,0,1,0,1,<20K,6.875232087276577,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69751193,-79.17934072,1,2015,3,24,spring,0,1,0,1,<20K,6.483107351457199,4.969813299576001
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.06,-76.0,4,2021,10,28,fall,0,1,0,1,1M - <10M,13.905396964758797,0.0
California_Environmental_Data_Exchange_Network,west,38.5901,-121.731,4,2018,2,20,winter,23,40,0,0,1M - <10M,15.990546330011345,7.516433302915632
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.05,-76.68,3,2018,8,28,summer,0,1,0,1,100K - <1M,11.641433009174625,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.16522,-96.91105,3,2015,7,13,summer,0,1,0,1,100K - <1M,13.030511211771294,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86492771,-78.79715455,1,2015,7,7,summer,0,1,0,1,<20K,8.772610303280743,6.962243464266207
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87067319,-78.8431385,1,2018,6,13,summer,0,1,0,1,<20K,7.443663683115591,4.74493212836325
EPA_Central_Data_Exchange,midwest,43.89,-82.056667,1,2017,3,31,spring,0,1,0,1,<20K,5.5053315359323625,0.0
EPA_Central_Data_Exchange,midwest,45.178333,-86.375,1,2019,8,4,summer,0,1,0,1,<20K,8.414938957377482,0.0
California_Environmental_Data_Exchange_Network,west,35.1245,-120.569,4,2020,9,22,fall,17,30,0,0,1M - <10M,15.551140495636133,7.462789157412448
California_Environmental_Data_Exchange_Network,west,38.2996,-121.383,4,2019,4,16,spring,16,10,0,0,1M - <10M,15.311779772292736,7.394493107219038
EPA_National_Aquatic_Research_Survey,midwest,46.0096,-94.69823,3,2017,8,8,summer,0,1,0,1,100K - <1M,12.325188126420336,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70935547,-79.15734264,1,2016,9,15,fall,0,1,0,1,<20K,6.587550014824796,5.049856007249537
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69423833,-79.18542109,2,2016,9,20,fall,0,1,0,1,20K - <100K,10.13352727053818,5.820082930352362
EPA_Central_Data_Exchange,midwest,45.278333,-82.451667,1,2018,8,5,summer,0,1,0,1,<20K,6.025865973825314,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66325884,-79.24296214,1,2019,3,19,spring,0,1,0,1,<20K,6.776506992372183,5.472270673671475
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.81231683,1,2019,10,9,fall,0,1,0,1,<20K,9.549594449971952,5.945420608606575
California_Environmental_Data_Exchange_Network,west,37.4125,-120.759,4,2019,11,12,fall,22,0,0,0,1M - <10M,14.987049835986076,6.063785208687608
Pennsylvania_Department_of_Environmental_Protection,northeast,41.80691,-77.19744,3,2021,7,26,summer,14,55,0,0,100K - <1M,13.084314617245784,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.74,-79.0801269,2,2017,9,18,fall,0,1,0,1,20K - <100K,10.885022806270683,6.29156913955832
Connecticut_State_Department_of_Public_Health,northeast,41.697709,-73.28029,1,2015,8,25,summer,14,5,0,0,<20K,8.98744678941718,0.0
EPA_Central_Data_Exchange,midwest,42.281667,-81.671667,2,2016,8,11,summer,0,1,0,1,20K - <100K,10.501691985780162,0.0
Indiana_State_Department_of_Health,midwest,38.78199034,-85.69828611,3,2021,7,13,summer,20,30,0,0,100K - <1M,12.58503976233211,0.0
EPA_Central_Data_Exchange,northeast,43.771667,-77.438333,1,2015,4,28,spring,0,1,0,1,<20K,5.840641657373398,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.7342684,1,2014,10,28,fall,0,1,0,1,<20K,6.769641976852503,6.284134161070802
US_Army_Corps_of_Engineers,northeast,41.841242,-78.994719,1,2013,9,25,fall,12,30,0,0,<20K,7.744569809354496,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.02856734,1,2019,3,19,spring,0,1,0,1,<20K,7.895063498091573,5.662960480135946
California_Environmental_Data_Exchange_Network,west,39.6242,-122.197,4,2014,1,15,winter,16,30,0,0,1M - <10M,15.687697276304943,6.9650803456014065
EPA_National_Aquatic_Research_Survey,midwest,41.34494,-87.41204,4,2017,8,15,summer,0,1,0,1,1M - <10M,15.615836562758453,0.0
EPA_Central_Data_Exchange,northeast,43.88,-76.9994,1,2018,4,11,spring,0,1,0,1,<20K,1.3862943611198906,0.0
California_Environmental_Data_Exchange_Network,west,37.1145,-120.89,4,2021,3,9,spring,16,0,0,0,1M - <10M,15.182876909198646,7.280008252884188
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.84,-79.0,4,2017,12,6,winter,0,1,0,1,1M - <10M,13.930305132616022,0.0
California_Environmental_Data_Exchange_Network,west,36.7605,-119.513,4,2016,5,18,spring,17,30,0,0,1M - <10M,15.573368475516649,5.181783550292085
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.55,-78.02,1,2020,3,24,spring,0,1,0,1,<20K,8.85978949474541,6.727431724850855
California_Environmental_Data_Exchange_Network,west,36.8686,-120.182,4,2019,4,16,spring,16,40,0,0,1M - <10M,14.5820527065509,7.716015266642587
EPA_National_Aquatic_Research_Survey,west,47.60519,-122.1403,2,2017,9,6,fall,0,1,0,1,20K - <100K,10.731165626053679,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.68778733,1,2020,9,16,fall,0,1,0,1,<20K,7.751045117971802,0.0
US_Army_Corps_of_Engineers,northeast,41.267694,-80.470129,1,2019,7,17,summer,12,15,0,0,<20K,8.915835074176277,0.0
California_Environmental_Data_Exchange_Network,west,37.9893,-121.463,4,2015,3,17,spring,17,20,0,0,1M - <10M,13.911240649593287,3.044522437723423
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86067295,-78.76310158,2,2013,8,7,summer,0,1,0,1,20K - <100K,10.27663605916775,6.598509028614515
EPA_Central_Data_Exchange,northeast,42.516667,-79.893333,1,2016,4,6,spring,0,1,0,1,<20K,6.831953565565855,0.0
California_Environmental_Data_Exchange_Network,west,36.1664,-120.211,4,2016,3,8,spring,0,25,0,1,1M - <10M,15.425448345440026,4.624972813284271
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.11,-78.90577609,3,2018,8,27,summer,0,1,0,1,100K - <1M,12.537151794131763,6.569481420414296
Connecticut_State_Department_of_Public_Health,northeast,41.424144,-73.206937,2,2015,8,31,summer,16,15,0,0,20K - <100K,9.903837491300417,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69743209,-79.17948902,1,2015,4,22,spring,0,1,0,1,<20K,8.533656917446903,5.049856007249537
California_Environmental_Data_Exchange_Network,west,36.7368,-121.734,4,2015,12,14,winter,21,45,0,0,1M - <10M,15.64167145390966,2.5649493574615367
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64,-78.81,3,2020,7,14,summer,0,1,0,1,100K - <1M,12.842022293837996,5.231108616854587
California_Environmental_Data_Exchange_Network,west,38.7925,-121.628,4,2020,1,23,winter,18,30,0,0,1M - <10M,14.085278119505752,0.0
EPA_Central_Data_Exchange,northeast,42.416667,-79.8,1,2019,4,22,spring,0,1,0,1,<20K,6.2878585601617845,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.368,-78.84612124,1,2014,7,30,summer,0,1,0,1,<20K,8.459564078579602,6.139884552226255
EPA_Central_Data_Exchange,midwest,41.726667,-83.15,1,2014,4,23,spring,0,1,0,1,<20K,8.320448113956559,0.0
California_Environmental_Data_Exchange_Network,west,37.6802,-122.081,4,2016,7,11,summer,17,30,0,0,1M - <10M,15.413381834026909,7.693937325509272
California_Environmental_Data_Exchange_Network,west,37.8817,-121.249,4,2017,5,16,spring,19,30,0,0,1M - <10M,15.378651934551918,6.669498089857879
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.78239812,-97.53105031,3,2021,10,4,fall,0,1,0,1,100K - <1M,11.975029222234449,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.71264352,3,2013,5,14,spring,0,1,0,1,100K - <1M,12.460943519930515,5.497168225293202
EPA_National_Aquatic_Research_Survey,midwest,41.93355,-103.4942,3,2017,8,15,summer,0,1,0,1,100K - <1M,11.912908909509154,0.0
California_Environmental_Data_Exchange_Network,west,37.9539,-122.374,4,2013,3,5,spring,6,2,0,1,1M - <10M,15.665931939840915,4.127134385045092
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69293421,-79.18784335,1,2017,7,20,summer,0,1,0,1,<20K,8.90136656405678,6.251903883165888
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.73,-76.74,1,2018,4,12,spring,0,1,0,1,<20K,6.98100574072173,5.793013608384144
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87679136,-78.89210518,1,2021,11,8,fall,0,1,0,1,<20K,7.280697195384741,5.641907070938114
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88278529,-78.94007762,2,2016,12,13,winter,0,1,0,1,20K - <100K,11.375236871720524,6.320768294250582
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.43,-79.08581179,1,2021,6,10,summer,0,1,0,1,<20K,5.537334267018537,6.481577129276431
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87262976,-78.85879789,2,2019,7,2,summer,0,1,0,1,20K - <100K,11.02093795121555,5.961005339623274
Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.76881669,-75.19656666,2,2017,10,11,fall,14,48,0,0,20K - <100K,10.404262840448617,3.332204510175204
California_Environmental_Data_Exchange_Network,west,34.9576,-120.631,4,2019,1,17,winter,21,0,0,0,1M - <10M,15.209897088981501,7.4133673356952405
EPA_Central_Data_Exchange,northeast,42.416667,-79.8,1,2016,4,6,spring,0,1,0,1,<20K,6.0867747269123065,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.01,-78.96269675,1,2018,7,30,summer,0,1,0,1,<20K,9.212138753917563,7.236339342754344
California_Environmental_Data_Exchange_Network,west,37.2616,-120.906,4,2020,8,11,summer,18,0,0,0,1M - <10M,15.523888418253279,6.423246963533519
EPA_Central_Data_Exchange,northeast,42.538333,-79.616667,1,2015,8,13,summer,0,1,0,1,<20K,9.658353983330302,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.73,-77.44,1,2021,3,4,spring,0,1,0,1,<20K,5.537334267018537,5.087596335232384
EPA_Central_Data_Exchange,northeast,42.516667,-79.893333,1,2015,8,12,summer,0,1,0,1,<20K,8.154500175151941,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,40.02669,-76.51622,3,2017,5,24,spring,13,45,0,0,100K - <1M,11.58617592670982,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.5,-77.04,2,2021,10,19,fall,0,1,0,1,20K - <100K,11.424028675343067,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.51,-79.09352348,1,2017,7,26,summer,0,1,0,1,<20K,9.765776006660642,6.57507584059962
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64697065,-79.27321568,1,2018,5,9,spring,0,1,0,1,<20K,5.855071922202427,6.726233402358747
EPA_Central_Data_Exchange,midwest,47.165333,-89.656667,1,2019,5,7,spring,0,1,0,1,<20K,5.552959584921617,0.0
California_Environmental_Data_Exchange_Network,west,37.5477,-121.085,3,2014,2,10,winter,17,45,0,0,100K - <1M,13.199961252755534,6.338594078203183
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.97,-79.08492198,1,2021,8,24,summer,0,1,0,1,<20K,9.108971877587894,6.186208623900494
California_Environmental_Data_Exchange_Network,west,34.6721,-120.492,4,2013,3,27,spring,22,13,0,0,1M - <10M,14.799459938312244,6.8690144506657065
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.76,-79.10736497,1,2020,8,20,summer,0,1,0,1,<20K,7.280697195384741,6.546785410760524
Indiana_State_Department_of_Health,midwest,40.02583333,-85.30794444,3,2020,7,6,summer,20,15,0,0,100K - <1M,11.977036768511127,2.9444389791664403
California_Environmental_Data_Exchange_Network,west,37.332,-120.394,4,2021,3,10,spring,23,20,0,0,1M - <10M,15.394219742060102,4.624972813284271
California_Environmental_Data_Exchange_Network,west,34.9552,-120.487,4,2021,12,15,winter,21,0,0,0,1M - <10M,14.931717155033335,6.251903883165888
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.41,-78.3,1,2020,8,11,summer,0,1,0,1,<20K,7.895808377083183,3.828641396489095
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.81,-78.88067134,3,2017,7,6,summer,0,1,0,1,100K - <1M,12.975493130789749,6.376726947898627
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66788979,-79.23436064,1,2016,8,10,summer,0,1,0,1,<20K,7.280697195384741,5.627621113690637
Pennsylvania_Department_of_Environmental_Protection,northeast,41.10416,-76.65473,0,2020,7,15,summer,13,40,0,0,0,0.0,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61133,-78.97537341,2,2016,6,8,summer,0,1,0,1,20K - <100K,11.376062815580356,6.342121418721152
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87881004,-78.9082617,1,2015,6,10,summer,0,1,0,1,<20K,7.057897937411856,6.55250788703459
US_Army_Corps_of_Engineers,northeast,41.286751,-80.428082,1,2016,5,24,spring,18,0,0,0,<20K,9.388570235866881,2.9444389791664403
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71571638,-79.14552794,1,2016,5,25,spring,0,1,0,1,<20K,7.057897937411856,6.003887067106539
California_Environmental_Data_Exchange_Network,west,36.3377,-121.205,4,2021,1,29,winter,18,25,0,0,1M - <10M,15.213609964533926,4.330733340286331
California_Environmental_Data_Exchange_Network,west,38.133,-121.522,3,2020,4,28,spring,15,0,0,0,100K - <1M,13.118373428132644,6.646390514847729
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6282073,-79.30806658,2,2015,5,20,spring,0,1,0,1,20K - <100K,11.109533207022995,6.505784060128229
California_Environmental_Data_Exchange_Network,west,36.8905,-121.801,4,2019,5,30,spring,17,20,0,0,1M - <10M,15.814622892600214,6.429719478039138
EPA_National_Aquatic_Research_Survey,south,26.94453,-80.83291,4,2017,6,13,summer,0,1,0,1,1M - <10M,14.811872304803618,0.0
California_Environmental_Data_Exchange_Network,west,34.6766,-120.553,4,2020,3,17,spring,22,50,0,0,1M - <10M,15.037077670691161,5.4116460518550396
California_Environmental_Data_Exchange_Network,west,36.6568,-121.614,4,2021,4,27,spring,19,10,0,0,1M - <10M,15.3044743169305,7.898782356970309
Indiana_State_Department_of_Health,midwest,41.55087787,-86.36162603,4,2021,8,17,summer,14,45,0,0,1M - <10M,14.403851513663307,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72213052,-79.13361437,2,2018,6,7,summer,0,1,0,1,20K - <100K,10.150191368259351,6.9440872082295275
